year,level_1,level_2,value
1978,Total Male Malays,70 - 74 Years,na
1978,Total Male Malays,75 - 79 Years,na
1978,Total Male Malays,80 - 84 Years,na
1978,Total Male Malays,65 Years & Over,4500
1978,Total Male Malays,70 Years & Over,2200
1978,Total Male Malays,75 Years & Over,na
1978,Total Male Malays,80 Years & Over,na
1978,Total Male Malays,85 Years & Over,na
1978,Total Female Malays,0  -  4 Years,14800
1978,Total Female Malays,5  -  9 Years,17500
1978,Total Female Malays,10 - 14 Years,23500
1978,Total Female Malays,15 - 19 Years,24400
1978,Total Female Malays,20 - 24 Years,20400
1978,Total Female Malays,25 - 29 Years,15200
1978,Total Female Malays,30 - 34 Years,10500
1978,Total Female Malays,35 - 39 Years,8800
1978,Total Female Malays,40 - 44 Years,8600
1978,Total Female Malays,45 - 49 Years,7000
1978,Total Female Malays,50 - 54 Years,5400
1978,Total Female Malays,55 - 59 Years,4000
1978,Total Female Malays,60 - 64 Years,2500
1978,Total Female Malays,65 - 69 Years,2000
1978,Total Female Malays,70 - 74 Years,na
1978,Total Female Malays,75 - 79 Years,na
1978,Total Female Malays,80 - 84 Years,na
1978,Total Female Malays,65 Years & Over,3900
1978,Total Female Malays,70 Years & Over,1900
1978,Total Female Malays,75 Years & Over,na
1978,Total Female Malays,80 Years & Over,na
1978,Total Female Malays,85 Years & Over,na
1978,Total Chinese,0  -  4 Years,157500
1978,Total Chinese,5  -  9 Years,171000
1978,Total Chinese,10 - 14 Years,190600
1978,Total Chinese,15 - 19 Years,220400
1978,Total Chinese,20 - 24 Years,216600
1978,Total Chinese,25 - 29 Years,186600
1978,Total Chinese,30 - 34 Years,133500
1978,Total Chinese,35 - 39 Years,113300
1978,Total Chinese,40 - 44 Years,89500
1978,Total Chinese,45 - 49 Years,77600
1978,Total Chinese,50 - 54 Years,61400
1978,Total Chinese,55 - 59 Years,51600
1978,Total Chinese,60 - 64 Years,47000
1978,Total Chinese,65 - 69 Years,40600
1978,Total Chinese,70 - 74 Years,na
1978,Total Chinese,75 - 79 Years,na
1978,Total Chinese,80 - 84 Years,na
1978,Total Chinese,65 Years & Over,91600
1978,Total Chinese,70 Years & Over,51000
1978,Total Chinese,75 Years & Over,na
1978,Total Chinese,80 Years & Over,na
1978,Total Chinese,85 Years & Over,na
1978,Total Male Chinese,0  -  4 Years,81600
1978,Total Male Chinese,5  -  9 Years,88500
1978,Total Male Chinese,10 - 14 Years,98300
1978,Total Male Chinese,15 - 19 Years,113300
1978,Total Male Chinese,20 - 24 Years,110700
1978,Total Male Chinese,25 - 29 Years,95000
1978,Total Male Chinese,30 - 34 Years,67500
1978,Total Male Chinese,35 - 39 Years,56700
1978,Total Male Chinese,40 - 44 Years,45400
1978,Total Male Chinese,45 - 49 Years,38600
1978,Total Male Chinese,50 - 54 Years,29700
1978,Total Male Chinese,55 - 59 Years,24200
1978,Total Male Chinese,60 - 64 Years,21900
1978,Total Male Chinese,65 - 69 Years,18900
1978,Total Male Chinese,70 - 74 Years,na
1978,Total Male Chinese,75 - 79 Years,na
1978,Total Male Chinese,80 - 84 Years,na
1978,Total Male Chinese,65 Years & Over,39300
1978,Total Male Chinese,70 Years & Over,20400
1978,Total Male Chinese,75 Years & Over,na
1978,Total Male Chinese,80 Years & Over,na
1978,Total Male Chinese,85 Years & Over,na
1978,Total Female Chinese,0  -  4 Years,75900
1978,Total Female Chinese,5  -  9 Years,82500
1978,Total Female Chinese,10 - 14 Years,92300
1978,Total Female Chinese,15 - 19 Years,107100
1978,Total Female Chinese,20 - 24 Years,105900
1978,Total Female Chinese,25 - 29 Years,91600
1978,Total Female Chinese,30 - 34 Years,66000
1978,Total Female Chinese,35 - 39 Years,56600
1978,Total Female Chinese,40 - 44 Years,44100
1978,Total Female Chinese,45 - 49 Years,39000
1978,Total Female Chinese,50 - 54 Years,31700
1978,Total Female Chinese,55 - 59 Years,27400
1978,Total Female Chinese,60 - 64 Years,25100
1978,Total Female Chinese,65 - 69 Years,21700
1978,Total Female Chinese,70 - 74 Years,na
1978,Total Female Chinese,75 - 79 Years,na
1978,Total Female Chinese,80 - 84 Years,na
1978,Total Female Chinese,65 Years & Over,52300
1978,Total Female Chinese,70 Years & Over,30600
1978,Total Female Chinese,75 Years & Over,na
1978,Total Female Chinese,80 Years & Over,na
1978,Total Female Chinese,85 Years & Over,na
1978,Total Indians,0  -  4 Years,10800
1978,Total Indians,5  -  9 Years,13600
1978,Total Indians,10 - 14 Years,17300
1978,Total Indians,15 - 19 Years,19900
1978,Total Indians,20 - 24 Years,17900
1978,Total Indians,25 - 29 Years,14000
1978,Total Indians,30 - 34 Years,9400
1978,Total Indians,35 - 39 Years,8900
1978,Total Indians,40 - 44 Years,7900
1978,Total Indians,45 - 49 Years,9400
1978,Total Indians,50 - 54 Years,8500
1978,Total Indians,55 - 59 Years,6800
1978,Total Indians,60 - 64 Years,3900
1978,Total Indians,65 - 69 Years,2400
1978,Total Indians,70 - 74 Years,na
1978,Total Indians,75 - 79 Years,na
1978,Total Indians,80 - 84 Years,na
1978,Total Indians,65 Years & Over,4400
1978,Total Indians,70 Years & Over,2000
1978,Total Indians,75 Years & Over,na
1978,Total Indians,80 Years & Over,na
1978,Total Indians,85 Years & Over,na
1978,Total Male Indians,0  -  4 Years,5600
1978,Total Male Indians,5  -  9 Years,7000
1978,Total Male Indians,10 - 14 Years,8800
1978,Total Male Indians,15 - 19 Years,10700
1978,Total Male Indians,20 - 24 Years,9600
1978,Total Male Indians,25 - 29 Years,7500
1978,Total Male Indians,30 - 34 Years,5000
1978,Total Male Indians,35 - 39 Years,4900
1978,Total Male Indians,40 - 44 Years,4300
1978,Total Male Indians,45 - 49 Years,6500
1978,Total Male Indians,50 - 54 Years,6400
1978,Total Male Indians,55 - 59 Years,5300
1978,Total Male Indians,60 - 64 Years,3100
1978,Total Male Indians,65 - 69 Years,1800
1978,Total Male Indians,70 - 74 Years,na
1978,Total Male Indians,75 - 79 Years,na
1978,Total Male Indians,80 - 84 Years,na
1978,Total Male Indians,65 Years & Over,3200
1978,Total Male Indians,70 Years & Over,1400
1978,Total Male Indians,75 Years & Over,na
1978,Total Male Indians,80 Years & Over,na
1978,Total Male Indians,85 Years & Over,na
1978,Total Female Indians,0  -  4 Years,5200
1978,Total Female Indians,5  -  9 Years,6600
1978,Total Female Indians,10 - 14 Years,8500
1978,Total Female Indians,15 - 19 Years,9200
1978,Total Female Indians,20 - 24 Years,8300
1978,Total Female Indians,25 - 29 Years,6500
1978,Total Female Indians,30 - 34 Years,4400
1978,Total Female Indians,35 - 39 Years,4000
1978,Total Female Indians,40 - 44 Years,3600
1978,Total Female Indians,45 - 49 Years,2900
1978,Total Female Indians,50 - 54 Years,2100
1978,Total Female Indians,55 - 59 Years,1500
1978,Total Female Indians,60 - 64 Years,800
1978,Total Female Indians,65 - 69 Years,600
1978,Total Female Indians,70 - 74 Years,na
1978,Total Female Indians,75 - 79 Years,na
1978,Total Female Indians,80 - 84 Years,na
1978,Total Female Indians,65 Years & Over,1200
1978,Total Female Indians,70 Years & Over,600
1978,Total Female Indians,75 Years & Over,na
1978,Total Female Indians,80 Years & Over,na
1978,Total Female Indians,85 Years & Over,na
1978,Other Ethnic Groups (Total),0  -  4 Years,5100
1978,Other Ethnic Groups (Total),5  -  9 Years,4900
1978,Other Ethnic Groups (Total),10 - 14 Years,3900
1978,Other Ethnic Groups (Total),15 - 19 Years,4000
1978,Other Ethnic Groups (Total),20 - 24 Years,4300
1978,Other Ethnic Groups (Total),25 - 29 Years,5200
1978,Other Ethnic Groups (Total),30 - 34 Years,5400
1978,Other Ethnic Groups (Total),35 - 39 Years,4300
1978,Other Ethnic Groups (Total),40 - 44 Years,3100
1978,Other Ethnic Groups (Total),45 - 49 Years,2600
1978,Other Ethnic Groups (Total),50 - 54 Years,2000
1978,Other Ethnic Groups (Total),55 - 59 Years,1500
1978,Other Ethnic Groups (Total),60 - 64 Years,800
1978,Other Ethnic Groups (Total),65 - 69 Years,600
1978,Other Ethnic Groups (Total),70 - 74 Years,na
1978,Other Ethnic Groups (Total),75 - 79 Years,na
1978,Other Ethnic Groups (Total),80 - 84 Years,na
1978,Other Ethnic Groups (Total),65 Years & Over,1500
1978,Other Ethnic Groups (Total),70 Years & Over,900
1978,Other Ethnic Groups (Total),75 Years & Over,na
1978,Other Ethnic Groups (Total),80 Years & Over,na
1978,Other Ethnic Groups (Total),85 Years & Over,na
1978,Other Ethnic Groups (Males),0  -  4 Years,2600
1978,Other Ethnic Groups (Males),5  -  9 Years,2500
1978,Other Ethnic Groups (Males),10 - 14 Years,2000
1978,Other Ethnic Groups (Males),15 - 19 Years,1800
1978,Other Ethnic Groups (Males),20 - 24 Years,1900
1978,Other Ethnic Groups (Males),25 - 29 Years,2500
1978,Other Ethnic Groups (Males),30 - 34 Years,2900
1978,Other Ethnic Groups (Males),35 - 39 Years,2400
1978,Other Ethnic Groups (Males),40 - 44 Years,1900
1978,Other Ethnic Groups (Males),45 - 49 Years,1500
1978,Other Ethnic Groups (Males),50 - 54 Years,1200
1978,Other Ethnic Groups (Males),55 - 59 Years,900
1978,Other Ethnic Groups (Males),60 - 64 Years,400
1978,Other Ethnic Groups (Males),65 - 69 Years,300
1978,Other Ethnic Groups (Males),70 - 74 Years,na
1978,Other Ethnic Groups (Males),75 - 79 Years,na
1978,Other Ethnic Groups (Males),80 - 84 Years,na
1978,Other Ethnic Groups (Males),65 Years & Over,700
1978,Other Ethnic Groups (Males),70 Years & Over,400
1978,Other Ethnic Groups (Males),75 Years & Over,na
1978,Other Ethnic Groups (Males),80 Years & Over,na
1978,Other Ethnic Groups (Males),85 Years & Over,na
1978,Other Ethnic Groups (Females),0  -  4 Years,2500
1978,Other Ethnic Groups (Females),5  -  9 Years,2400
1978,Other Ethnic Groups (Females),10 - 14 Years,1900
1978,Other Ethnic Groups (Females),15 - 19 Years,2200
1978,Other Ethnic Groups (Females),20 - 24 Years,2400
1978,Other Ethnic Groups (Females),25 - 29 Years,2700
1978,Other Ethnic Groups (Females),30 - 34 Years,2500
1978,Other Ethnic Groups (Females),35 - 39 Years,1900
1978,Other Ethnic Groups (Females),40 - 44 Years,1200
1978,Other Ethnic Groups (Females),45 - 49 Years,1100
1978,Other Ethnic Groups (Females),50 - 54 Years,800
1978,Other Ethnic Groups (Females),55 - 59 Years,600
1978,Other Ethnic Groups (Females),60 - 64 Years,400
1978,Other Ethnic Groups (Females),65 - 69 Years,300
1978,Other Ethnic Groups (Females),70 - 74 Years,na
1978,Other Ethnic Groups (Females),75 - 79 Years,na
1978,Other Ethnic Groups (Females),80 - 84 Years,na
1978,Other Ethnic Groups (Females),65 Years & Over,800
1978,Other Ethnic Groups (Females),70 Years & Over,500
1978,Other Ethnic Groups (Females),75 Years & Over,na
1978,Other Ethnic Groups (Females),80 Years & Over,na
1978,Other Ethnic Groups (Females),85 Years & Over,na
1979,Total Residents,0  -  4 Years,198000
1979,Total Residents,5  -  9 Years,225400
1979,Total Residents,10 - 14 Years,246300
1979,Total Residents,15 - 19 Years,293900
1979,Total Residents,20 - 24 Years,289000
1979,Total Residents,25 - 29 Years,244900
1979,Total Residents,30 - 34 Years,187100
1979,Total Residents,35 - 39 Years,142100
1979,Total Residents,40 - 44 Years,125200
1979,Total Residents,45 - 49 Years,104300
1979,Total Residents,50 - 54 Years,88700
1979,Total Residents,55 - 59 Years,70500
1979,Total Residents,60 - 64 Years,58300
1979,Total Residents,65 - 69 Years,48900
1979,Total Residents,70 - 74 Years,na
1979,Total Residents,75 - 79 Years,na
1979,Total Residents,80 - 84 Years,na
1979,Total Residents,65 Years & Over,109800
1979,Total Residents,70 Years & Over,60900
1979,Total Residents,75 Years & Over,na
1979,Total Residents,80 Years & Over,na
1979,Total Residents,85 Years & Over,na
1979,Total Male Residents,0  -  4 Years,102800
1979,Total Male Residents,5  -  9 Years,116500
1979,Total Male Residents,10 - 14 Years,126400
1979,Total Male Residents,15 - 19 Years,151800
1979,Total Male Residents,20 - 24 Years,148500
1979,Total Male Residents,25 - 29 Years,125000
1979,Total Male Residents,30 - 34 Years,95100
1979,Total Male Residents,35 - 39 Years,71800
1979,Total Male Residents,40 - 44 Years,63300
1979,Total Male Residents,45 - 49 Years,53700
1979,Total Male Residents,50 - 54 Years,46500
1979,Total Male Residents,55 - 59 Years,36400
1979,Total Male Residents,60 - 64 Years,29100
1979,Total Male Residents,65 - 69 Years,23700
1979,Total Male Residents,70 - 74 Years,na
1979,Total Male Residents,75 - 79 Years,na
1979,Total Male Residents,80 - 84 Years,na
1979,Total Male Residents,65 Years & Over,49400
1979,Total Male Residents,70 Years & Over,25700
1979,Total Male Residents,75 Years & Over,na
1979,Total Male Residents,80 Years & Over,na
1979,Total Male Residents,85 Years & Over,na
1979,Total Female Residents,0  -  4 Years,95200
1979,Total Female Residents,5  -  9 Years,108900
1979,Total Female Residents,10 - 14 Years,119900
1979,Total Female Residents,15 - 19 Years,142100
1979,Total Female Residents,20 - 24 Years,140500
1979,Total Female Residents,25 - 29 Years,119900
1979,Total Female Residents,30 - 34 Years,92000
1979,Total Female Residents,35 - 39 Years,70300
1979,Total Female Residents,40 - 44 Years,61900
1979,Total Female Residents,45 - 49 Years,50600
1979,Total Female Residents,50 - 54 Years,42200
1979,Total Female Residents,55 - 59 Years,34100
1979,Total Female Residents,60 - 64 Years,29200
1979,Total Female Residents,65 - 69 Years,25200
1979,Total Female Residents,70 - 74 Years,na
1979,Total Female Residents,75 - 79 Years,na
1979,Total Female Residents,80 - 84 Years,na
1979,Total Female Residents,65 Years & Over,60400
1979,Total Female Residents,70 Years & Over,35200
1979,Total Female Residents,75 Years & Over,na
1979,Total Female Residents,80 Years & Over,na
1979,Total Female Residents,85 Years & Over,na
1979,Total Malays,0  -  4 Years,30500
1979,Total Malays,5  -  9 Years,34600
1979,Total Malays,10 - 14 Years,44300
1979,Total Malays,15 - 19 Years,52400
1979,Total Malays,20 - 24 Years,44400
1979,Total Malays,25 - 29 Years,33000
1979,Total Malays,30 - 34 Years,22900
1979,Total Malays,35 - 39 Years,16100
1979,Total Malays,40 - 44 Years,17100
1979,Total Malays,45 - 49 Years,14000
1979,Total Malays,50 - 54 Years,13100
1979,Total Malays,55 - 59 Years,10000
1979,Total Malays,60 - 64 Years,6300
1979,Total Malays,65 - 69 Years,4400
1979,Total Malays,70 - 74 Years,na
1979,Total Malays,75 - 79 Years,na
1979,Total Malays,80 - 84 Years,na
1979,Total Malays,65 Years & Over,8900
1979,Total Malays,70 Years & Over,4500
1979,Total Malays,75 Years & Over,na
1979,Total Malays,80 Years & Over,na
1979,Total Malays,85 Years & Over,na
1979,Total Male Malays,0  -  4 Years,15800
1979,Total Male Malays,5  -  9 Years,17800
1979,Total Male Malays,10 - 14 Years,22300
1979,Total Male Malays,15 - 19 Years,27700
1979,Total Male Malays,20 - 24 Years,23300
1979,Total Male Malays,25 - 29 Years,16900
1979,Total Male Malays,30 - 34 Years,11500
1979,Total Male Malays,35 - 39 Years,7600
1979,Total Male Malays,40 - 44 Years,8300
1979,Total Male Malays,45 - 49 Years,6900
1979,Total Male Malays,50 - 54 Years,7300
1979,Total Male Malays,55 - 59 Years,5800
1979,Total Male Malays,60 - 64 Years,3600
1979,Total Male Malays,65 - 69 Years,2400
1979,Total Male Malays,70 - 74 Years,na
1979,Total Male Malays,75 - 79 Years,na
1979,Total Male Malays,80 - 84 Years,na
1979,Total Male Malays,65 Years & Over,4800
1979,Total Male Malays,70 Years & Over,2400
1979,Total Male Malays,75 Years & Over,na
1979,Total Male Malays,80 Years & Over,na
1979,Total Male Malays,85 Years & Over,na
1979,Total Female Malays,0  -  4 Years,14700
1979,Total Female Malays,5  -  9 Years,16800
1979,Total Female Malays,10 - 14 Years,22000
1979,Total Female Malays,15 - 19 Years,24700
1979,Total Female Malays,20 - 24 Years,21100
1979,Total Female Malays,25 - 29 Years,16100
1979,Total Female Malays,30 - 34 Years,11400
1979,Total Female Malays,35 - 39 Years,8500
1979,Total Female Malays,40 - 44 Years,8800
1979,Total Female Malays,45 - 49 Years,7100
1979,Total Female Malays,50 - 54 Years,5800
1979,Total Female Malays,55 - 59 Years,4200
1979,Total Female Malays,60 - 64 Years,2700
1979,Total Female Malays,65 - 69 Years,2000
1979,Total Female Malays,70 - 74 Years,na
1979,Total Female Malays,75 - 79 Years,na
1979,Total Female Malays,80 - 84 Years,na
1979,Total Female Malays,65 Years & Over,4100
1979,Total Female Malays,70 Years & Over,2100
1979,Total Female Malays,75 Years & Over,na
1979,Total Female Malays,80 Years & Over,na
1979,Total Female Malays,85 Years & Over,na
1979,Total Chinese,0  -  4 Years,152300
1979,Total Chinese,5  -  9 Years,172800
1979,Total Chinese,10 - 14 Years,181600
1979,Total Chinese,15 - 19 Years,217800
1979,Total Chinese,20 - 24 Years,221400
1979,Total Chinese,25 - 29 Years,192000
1979,Total Chinese,30 - 34 Years,147700
1979,Total Chinese,35 - 39 Years,112500
1979,Total Chinese,40 - 44 Years,96600
1979,Total Chinese,45 - 49 Years,78700
1979,Total Chinese,50 - 54 Years,65100
1979,Total Chinese,55 - 59 Years,52100
1979,Total Chinese,60 - 64 Years,47000
1979,Total Chinese,65 - 69 Years,41400
1979,Total Chinese,70 - 74 Years,na
1979,Total Chinese,75 - 79 Years,na
1979,Total Chinese,80 - 84 Years,na
1979,Total Chinese,65 Years & Over,94800
1979,Total Chinese,70 Years & Over,53400
1979,Total Chinese,75 Years & Over,na
1979,Total Chinese,80 Years & Over,na
1979,Total Chinese,85 Years & Over,na
1979,Total Male Chinese,0  -  4 Years,79100
1979,Total Male Chinese,5  -  9 Years,89500
1979,Total Male Chinese,10 - 14 Years,93700
1979,Total Male Chinese,15 - 19 Years,111900
1979,Total Male Chinese,20 - 24 Years,113000
1979,Total Male Chinese,25 - 29 Years,97800
1979,Total Male Chinese,30 - 34 Years,74900
1979,Total Male Chinese,35 - 39 Years,56600
1979,Total Male Chinese,40 - 44 Years,48800
1979,Total Male Chinese,45 - 49 Years,39200
1979,Total Male Chinese,50 - 54 Years,31700
1979,Total Male Chinese,55 - 59 Years,24400
1979,Total Male Chinese,60 - 64 Years,21800
1979,Total Male Chinese,65 - 69 Years,19100
1979,Total Male Chinese,70 - 74 Years,na
1979,Total Male Chinese,75 - 79 Years,na
1979,Total Male Chinese,80 - 84 Years,na
1979,Total Male Chinese,65 Years & Over,40500
1979,Total Male Chinese,70 Years & Over,21400
1979,Total Male Chinese,75 Years & Over,na
1979,Total Male Chinese,80 Years & Over,na
1979,Total Male Chinese,85 Years & Over,na
1979,Total Female Chinese,0  -  4 Years,73200
1979,Total Female Chinese,5  -  9 Years,83300
1979,Total Female Chinese,10 - 14 Years,87900
1979,Total Female Chinese,15 - 19 Years,105900
1979,Total Female Chinese,20 - 24 Years,108400
1979,Total Female Chinese,25 - 29 Years,94200
1979,Total Female Chinese,30 - 34 Years,72800
